clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus_Phycorickettsia|s__Candidatus_Phycorickettsia_trachydisci	1	1	1	4	1	3	6	13	5	0	3	6	9	7	3	24	3	23	1	11
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus_Sneabacter	0	1	1	0	2	1	0	3	3	0	1	3	9	5	1	44	29	9	4	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus_Sneabacter|s__Candidatus_Sneabacter_namystus	0	1	1	0	2	1	0	3	3	0	1	3	9	5	1	44	29	9	4	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia	3	2	44	4	5	9	17	38	10	0	5	27	23	20	13	97	45	77	13	14
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Orientia|s__Orientia_tsutsugamushi	3	2	44	4	5	9	17	38	10	0	5	27	23	20	13	97	45	77	13	14
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia	27	12	53	46	21	33	66	138	85	6	110	172	182	185	36	667	222	687	169	64
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_heilongjiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_peacockii	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_rickettsii	0	0	0	0	0	10	8	39	16	2	45	60	60	61	0	209	24	36	19	12
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_conorii	0	0	5	0	0	0	0	2	13	0	0	0	10	3	0	10	0	0	0	15
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_sibirica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_slovaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_akari	1	0	1	2	2	0	0	2	1	0	1	3	0	3	0	2	0	28	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_philipii	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_montanensis	0	0	20	3	0	0	7	2	0	0	0	4	8	6	0	41	1	25	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_australis	0	0	1	3	1	0	3	0	0	0	10	1	0	6	7	70	0	14	6	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_canadensis	0	1	3	7	0	2	15	9	9	0	13	17	20	10	3	22	16	92	22	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_helvetica	0	0	2	0	0	0	4	1	0	0	0	1	0	2	3	0	0	6	0	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_japonica	0	0	0	0	0	0	0	2	0	1	0	0	6	0	0	0	6	58	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_massiliae	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	14	4	2	0	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_asiatica	0	0	0	0	0	5	0	3	7	1	4	4	1	6	10	11	13	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_monacensis	0	4	2	3	0	0	0	0	0	0	1	5	1	0	0	33	1	10	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_africae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_amblyommatis	0	0	0	2	0	0	1	1	1	0	0	3	0	1	2	1	4	10	4	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_bellii	0	1	5	5	1	2	1	15	8	0	5	9	15	16	4	91	14	56	22	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_endosymbiont_of_Bemisia_tabaci	7	1	1	6	5	2	2	9	14	0	4	17	21	10	1	71	51	32	3	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_typhi	6	1	0	1	6	1	0	26	3	0	2	6	13	4	2	39	17	2	4	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_prowazekii	1	2	10	4	0	4	21	11	5	0	15	20	6	33	0	13	6	145	24	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_raoultii	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	5	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_rhipicephali	0	0	0	0	0	2	0	0	0	0	3	3	4	2	0	3	45	59	18	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_felis	1	0	0	1	0	1	0	2	1	0	2	3	4	9	0	3	4	9	2	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_parkeri	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	55	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia_endosymbiont_of_Ixodes_scapularis	8	0	0	5	2	0	0	0	0	0	0	0	0	1	2	19	0	14	4	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	29	21	25	95	62	58	114	288	147	28	149	112	292	376	63	3235	1984	10409	3125	2512
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	29	21	25	95	62	58	114	288	147	28	149	112	292	376	63	3235	1984	10409	3125	2512
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|s__Caulobacteraceae_bacterium_OTSz_A_272	1	0	1	2	1	0	3	3	1	0	1	1	2	11	0	130	20	53	10	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis	2	5	3	11	8	1	5	17	1	3	9	6	56	15	3	291	171	555	604	80
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis_excentricus	2	5	3	11	8	1	5	17	1	3	9	6	56	15	3	291	171	555	604	80
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	4	1	2	4	3	4	7	37	19	1	20	15	36	44	2	324	201	354	242	299
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp._HYN0004	1	1	0	2	1	2	3	6	5	1	3	1	1	8	0	138	90	35	45	35
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_zucineum	2	0	2	2	2	2	4	31	14	0	17	14	35	36	2	186	111	319	196	263
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas	12	7	9	41	32	37	40	110	60	10	38	66	113	170	26	1109	585	4750	1343	1427
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vancanneytii	0	0	0	0	0	4	0	9	0	1	0	0	14	10	0	148	81	219	6	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis	0	0	0	4	3	8	0	15	8	0	0	6	3	51	0	301	201	3063	658	781
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._SGAir0440	0	0	0	4	0	4	12	25	15	0	4	21	5	13	8	22	37	90	120	55
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta	7	4	0	14	21	5	5	10	0	0	0	13	27	0	0	139	51	139	122	195
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_subvibrioides	1	0	4	3	1	0	4	6	3	0	7	1	9	23	0	139	86	270	24	48
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_naejangsanensis	0	0	2	5	2	3	3	17	13	1	9	9	33	15	5	81	44	199	138	97
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._GW460-12-10-14-LB2	2	0	0	1	2	1	1	0	0	0	4	9	0	5	3	14	9	168	19	48
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._LM2	0	0	0	2	0	1	1	2	1	0	2	2	1	6	0	41	30	54	38	12
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._DS20	0	2	1	3	1	1	2	10	16	0	6	0	6	23	4	180	32	262	67	100
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._M20	1	0	1	1	0	1	8	5	1	0	2	0	5	10	4	22	5	226	91	25
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp._MF30-B	0	0	0	0	0	6	0	7	1	8	2	2	6	9	0	17	6	55	55	60
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter	10	7	8	36	17	15	57	120	65	14	80	24	84	135	31	1379	1005	4694	925	702
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_segnis	3	1	1	4	1	0	1	7	1	0	11	1	22	7	4	606	53	186	127	77
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_vibrioides	0	1	1	13	4	2	17	10	7	2	3	2	7	8	4	246	294	1143	359	166
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_sp._K31	3	2	1	3	2	3	28	58	31	6	21	7	10	49	9	134	448	520	70	79
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_sp._FWC26	0	1	0	6	3	3	1	17	8	2	11	4	19	14	4	141	98	1973	143	211
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_henricii	1	0	4	4	1	1	0	12	6	1	17	5	8	11	6	91	48	508	88	59
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_flavus	1	0	0	0	2	3	8	9	7	3	7	1	7	30	4	85	28	225	63	45
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_mirabilis	0	1	0	4	2	2	1	2	2	0	7	2	8	13	0	73	35	136	71	62
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	182	72	344	390	254	217	529	998	437	94	476	616	958	1297	249	142166	206455	262141	175194	4805
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	111	41	185	192	167	110	230	420	191	43	203	304	422	537	112	136782	202665	248849	169342	2179
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Asaia	9	4	4	6	15	5	6	1	5	0	1	4	20	8	1	281	204	150	43	21
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Asaia|s__Asaia_bogorensis	9	4	4	6	15	5	6	1	5	0	1	4	20	8	1	281	204	150	43	21
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Commensalibacter	1	2	2	5	4	2	5	15	2	1	1	3	9	16	1	126	28	124	63	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Commensalibacter|s__Commensalibacter_sp._AMU001	1	2	2	5	4	2	5	15	2	1	1	3	9	16	1	126	28	124	63	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia	2	2	7	5	13	2	3	14	10	1	16	19	18	18	2	188	149	128	84	51
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis	2	2	7	5	13	2	3	14	10	1	16	19	18	18	2	188	149	128	84	51
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter	3	1	3	4	5	1	0	7	3	1	1	14	14	4	0	118	31	73	53	16
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_diazotrophicus	3	1	3	4	5	1	0	7	3	1	1	14	14	4	0	118	31	73	53	16
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Stella	2	3	0	10	1	8	11	15	5	2	6	8	26	31	3	169	71	478	120	85
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Stella|s__Stella_humosa	2	3	0	10	1	8	11	15	5	2	6	8	26	31	3	169	71	478	120	85
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|s__Acetobacteraceae_bacterium	5	4	28	17	6	4	15	31	8	1	7	24	15	14	7	327	40	382	166	25
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neokomagataea	8	2	13	6	8	1	10	16	8	5	10	12	15	29	1	378	237	553	202	48
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neokomagataea|s__Neokomagataea_tanensis	7	2	12	5	5	1	10	14	8	5	8	9	10	24	1	148	132	396	150	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neokomagataea|s__Neokomagataea_sp._Ha5	1	0	1	1	3	0	0	2	0	0	2	3	5	5	0	229	105	157	52	43
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium	0	3	0	1	0	3	0	7	15	2	5	13	13	36	4	61	91	156	129	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_cryptum	0	0	0	0	0	0	0	2	0	0	0	0	10	3	0	5	5	45	17	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium_multivorum	0	3	0	1	0	3	0	4	15	2	5	13	2	32	4	55	85	110	112	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas	6	0	0	15	11	10	8	44	10	6	11	17	24	35	9	546	189	1041	256	706
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_mucosa	0	0	0	15	11	8	3	28	0	0	0	0	18	16	0	384	70	73	77	461
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_sp._FDAARGOS_362	6	0	0	0	0	0	4	11	0	4	11	9	0	12	9	85	82	872	145	193
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_gilardii	0	0	0	0	0	1	0	4	10	2	0	7	5	5	0	75	36	95	33	51
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neoasaia	4	0	4	4	3	0	2	16	5	1	16	15	43	12	1	360	196	157	101	28
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Neoasaia|s__Neoasaia_chiangmaiensis	4	0	4	4	3	0	2	16	5	1	16	15	43	12	1	360	196	157	101	28
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium	2	0	1	1	1	3	5	30	11	8	13	7	8	29	11	26	20	298	195	20
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium_fodinaquatile	2	0	1	1	1	3	5	30	11	8	13	7	8	29	11	26	20	298	195	20
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Granulibacter	8	0	7	9	9	7	16	12	4	1	8	12	10	12	7	344	113	391	119	139
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Granulibacter|s__Granulibacter_bethesdensis	8	0	7	9	9	7	16	12	4	1	8	12	10	12	7	344	113	391	119	139
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Swingsia	14	0	16	8	17	5	8	11	8	1	5	19	44	32	2	603	285	164	134	32
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Swingsia|s__Swingsia_samuiensis	4	0	13	6	4	0	7	6	2	0	2	5	32	21	1	319	136	136	106	16
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Swingsia|s__Swingsia_sp._F3b2	10	0	3	2	13	5	1	5	6	1	3	14	12	11	1	284	149	28	28	16
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter	8	4	11	11	9	2	9	33	8	0	11	16	14	31	7	499	121	562	249	59
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_thailandicus	0	0	2	2	2	0	0	2	0	0	0	3	0	2	0	45	6	12	5	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_albidus	1	1	5	4	1	0	0	4	0	0	4	2	0	4	0	50	74	237	121	24
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_oxydans	7	3	3	4	5	2	9	26	8	0	7	10	14	25	7	403	40	312	122	35
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter	8	5	25	20	15	17	20	44	19	3	28	25	25	92	16	130688	200044	240326	165988	433
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_rhaeticus	0	0	0	4	0	4	0	3	0	0	0	0	0	0	0	130334	199817	238057	165410	37
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_hansenii	1	1	1	3	1	0	4	5	1	0	5	6	2	5	0	12	7	115	4	15
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_europaeus	0	0	1	2	0	3	2	13	10	1	1	2	1	11	1	24	21	52	93	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_nataicola	0	0	0	2	1	3	1	3	0	0	2	5	2	9	0	99	39	32	21	171
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus	5	2	5	2	9	5	10	18	5	1	13	10	14	29	11	149	127	1796	398	183
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_medellinensis	0	0	15	1	0	0	0	0	1	0	2	0	1	3	2	23	10	213	42	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans	2	2	2	5	3	1	2	1	1	0	2	1	4	33	1	45	21	58	18	19
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Parasaccharibacter	1	1	3	4	4	6	4	3	8	0	8	9	13	6	8	207	61	258	69	63
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Parasaccharibacter|s__Parasaccharibacter_apium	1	1	3	4	4	6	4	3	8	0	8	9	13	6	8	207	61	258	69	63
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter	28	8	59	62	44	32	105	115	59	9	51	82	105	126	30	1854	777	3600	1362	447
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_sp._JWB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_sp._B6	1	0	0	1	1	0	2	4	0	0	6	3	20	4	1	146	14	2	88	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_oryzifermentans	7	2	9	0	7	0	12	4	10	0	0	0	6	22	6	109	89	38	96	35
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ascendens	1	0	2	1	5	10	21	29	5	0	2	4	6	14	4	84	14	321	56	18
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_pasteurianus	4	1	3	25	6	5	8	14	6	0	14	30	19	18	2	524	334	456	301	51
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_persici	0	1	4	6	2	4	8	7	7	1	6	5	2	14	2	148	91	1517	510	137
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_senegalensis	1	0	1	3	1	1	18	2	0	0	4	2	1	11	2	11	1	87	82	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis	0	0	7	6	2	6	6	24	3	3	2	14	7	4	2	243	47	397	69	164
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_ghanensis	3	2	5	7	3	2	5	1	3	3	5	4	5	18	1	71	12	172	33	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_tropicalis	0	1	17	9	1	1	18	11	6	0	1	2	2	11	2	6	2	345	11	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti	1	0	1	0	4	1	0	11	12	1	5	2	2	5	1	243	125	80	30	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_sp._KACC_21233	8	0	8	2	8	1	4	5	5	0	3	12	31	2	5	182	45	180	81	21
